,manufacturer,model_name,category,screen_size_inch,cpu,ram_gb,storage,gpu,os,os_version,weight,price_euros,cpu_manufacturer,gpu_manufacturer,screen_width_px,screen_height_px,cpu_speed_GHz
764,Dell,Latitude 3380,Notebook,13.3,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.65kg,849.0,Intel,Intel,1366,768,2.0
765,Acer,TravelMate P238-M,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.6kg,655.0,Intel,Intel,1366,768,2.3
766,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.8kg,470.34,Intel,Nvidia,1366,768,1.1
767,Dell,Inspiron 7559,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.72kg,1099.0,Intel,Nvidia,3840,2160,2.6
768,Samsung,Notebook 9,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.31kg,1599.0,Intel,Intel,1920,1080,2.7
769,Acer,Aspire A315-31,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Linux,,2.1kg,298.0,Intel,Intel,1366,768,1.1
770,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Windows,10,2.3kg,1181.27,Intel,AMD,1920,1080,2.7
771,Samsung,Notebook 9,2 in 1 Convertible,15.0,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon 540,Windows,10,1.71kg,1799.0,Intel,AMD,1920,1080,2.7
772,Toshiba,Tecra A40-C-1E5,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.75kg,1020.0,Intel,Intel,1366,768,2.3
773,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,1099.0,Intel,Nvidia,1920,1080,2.8
774,HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows,10,1.26kg,1244.0,Intel,Intel,1366,768,2.3
775,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Nvidia GeForce 940MX,Windows,10,2.3kg,839.0,Intel,Nvidia,1920,1080,2.7
776,Lenovo,Thinkpad P50,Notebook,15.6,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M2000M,Windows,7,2.5kg,2370.0,Intel,Nvidia,3840,2160,2.7
777,Acer,Swift 3,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.8kg,636.0,Intel,Intel,1920,1080,2.4
778,Razer,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,Windows,10,1.95kg,2899.0,Intel,Nvidia,1920,1080,2.8
779,Asus,Vivobook Max,Notebook,15.6,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel HD Graphics 505,Windows,10,2kg,581.9,Intel,Intel,1920,1080,1.1
780,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows,10,4.42kg,3588.8,Intel,Nvidia,1920,1080,2.8
781,Asus,Rog G752VS-BA171T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.3kg,2350.0,Intel,Nvidia,1920,1080,2.6
782,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia GeForce 930M,Windows,10,1.47kg,1764.0,Intel,Nvidia,1920,1080,2.6
783,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,Intel HD Graphics 405,No OS,,2.2kg,329.0,Intel,Intel,1366,768,1.6
784,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,2299.0,Intel,Intel,1920,1080,2.7
785,MSI,GS43VR 7RE,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,1.6kg,1891.0,Intel,Nvidia,1920,1080,2.8
786,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1089.0,Intel,Nvidia,1920,1080,2.5
787,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,999.0,Intel,Nvidia,1920,1080,2.8
788,Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,4.2kg,2299.0,Intel,Nvidia,1920,1080,2.8
789,Dell,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,985.0,Intel,Nvidia,1920,1080,2.5
790,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows,10,2.24kg,1339.0,Intel,Nvidia,1920,1080,2.8
791,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.22kg,202.9,Intel,Intel,1920,1080,1.1
792,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,1970.0,Intel,Intel,1920,1080,2.7
793,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R7 M460,Windows,10,2.08kg,959.0,Intel,AMD,1920,1080,2.5
794,Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.2GHz,8,512GB Flash Storage,Intel HD Graphics 5300,macOS,X,0.920kg,1165.0,Intel,Intel,2304,1440,1.2
795,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.42kg,2330.0,Intel,Intel,2560,1440,2.5
796,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.63kg,299.0,Intel,Intel,1366,768,1.1
797,Dell,Latitude 3580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,810.0,Intel,Intel,1366,768,2.5
798,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.38kg,1349.0,Intel,Intel,1920,1080,2.7
799,Dell,Vostro 5568,Notebook,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,AMD Radeon R5 M420X,Windows,10,2kg,739.0,Intel,AMD,1920,1080,2.0
800,HP,ZBook 17,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M2200,Windows,10,3.14kg,2064.9,Intel,Nvidia,1920,1080,2.8
801,Asus,Pro P2540UA-XS51,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.37kg,1099.0,Intel,Intel,1920,1080,2.5
802,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1499.0,Intel,Intel,1920,1080,2.5
803,Dell,XPS 15,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.06kg,1749.0,Intel,Nvidia,3840,2160,2.5
804,Dell,Latitude 3180,Netbook,11.6,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,Windows,10,1.63kg,744.0,Intel,Intel,1366,768,1.1
805,HP,EliteBook 820,Netbook,12.5,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.26kg,1389.0,Intel,Intel,1366,768,2.6
806,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,780.0,Intel,Intel,1366,768,2.3
807,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,AMD Radeon R7 Graphics,Windows,10,2.04kg,629.0,AMD,AMD,1366,768,2.5
808,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1679.0,Intel,Nvidia,3840,2160,2.8
809,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920M,Windows,10,2.4kg,609.0,Intel,Nvidia,1920,1080,2.5
810,HP,Omen 17-an012dx,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,AMD Radeon RX 580,Windows,10,3.74kg,1749.0,Intel,AMD,1920,1080,2.8
811,MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2415.0,Intel,Nvidia,1920,1080,2.8
812,Samsung,Notebook 9,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,0.81kg,1499.0,Intel,Intel,1920,1080,2.5
813,Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce GT 940MX,Windows,10,1.98kg,961.0,Intel,Nvidia,1920,1080,2.7
814,Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18kg,789.81,Intel,AMD,1920,1080,2.5
815,Lenovo,Thinkpad T470s,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,1859.0,Intel,Intel,1920,1080,2.7
816,Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 7500U 2.5GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1799.0,Intel,Intel,3840,2160,2.5
817,HP,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.23kg,385.0,Intel,Intel,1366,768,1.6
818,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,4.36kg,2505.02,Intel,Nvidia,1920,1080,2.8
819,Dell,Latitude 3480,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.76kg,755.0,Intel,Intel,1366,768,2.3
820,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,489.9,Intel,Intel,1366,768,2.0
821,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.25kg,1090.0,Intel,Intel,1366,768,2.5
822,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.13kg,2499.0,Intel,Intel,1920,1080,2.7
823,MSI,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,1199.0,Intel,Nvidia,1920,1080,2.5
824,Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB Flash Storage,Intel HD Graphics 620,Windows,10,1.13kg,1875.0,Intel,Intel,1920,1080,2.5
825,Toshiba,Satellite Pro,Notebook,14.0,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB SSD,Intel HD Graphics 510,Windows,10,1.75kg,499.0,Intel,Intel,1366,768,2.1
826,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,1358.0,Intel,Intel,1920,1080,2.5
827,Dell,Latitude 3480,Notebook,14.0,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.76kg,585.0,Intel,Intel,1366,768,2.0
828,Acer,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.35kg,355.0,Intel,Intel,1366,768,1.6
829,Acer,Swift 3,Notebook,14.0,Intel Core i3 7100U 2.4GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.5kg,619.0,Intel,Intel,1920,1080,2.4
830,Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,512GB SSD,Nvidia GeForce GTX 1080,Windows,10,3.49kg,5499.0,Intel,Nvidia,3840,2160,2.9
831,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,Windows,10,1.1kg,2099.0,Intel,Intel,2560,1440,2.6
832,Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920,Linux,,2.1kg,519.0,Intel,Nvidia,1920,1080,2.5
833,Lenovo,Thinkpad T460,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.7kg,1186.0,Intel,Intel,1920,1080,2.3
834,Lenovo,ThinkPad T470s,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,1650.0,Intel,Intel,1920,1080,2.6
835,Dell,Alienware 15,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,3.21kg,2774.63,Intel,Nvidia,1920,1080,2.8
836,Asus,Rog GL702VS-BA023T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2419.0,Intel,Nvidia,1920,1080,2.8
837,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.0kg,669.0,Intel,Intel,1366,768,2.4
838,Lenovo,N42-20 Chromebook,Notebook,14.0,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.5kg,325.0,Intel,Intel,1366,768,1.6
839,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB HDD,Intel HD Graphics 620,Windows,10,2.3kg,590.0,Intel,Intel,1920,1080,2.5
840,Asus,Rog GL702VM-GC017T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.73kg,1799.0,Intel,Nvidia,1920,1080,2.6
841,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,3072.89,Intel,Nvidia,1920,1080,2.8
842,HP,ProBook 470,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.63kg,910.0,Intel,Nvidia,1600,900,2.5
843,Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,2.18kg,713.99,Intel,Intel,1366,768,2.5
844,HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,1870.0,Intel,Intel,1920,1080,2.5
845,Dell,Vostro 3568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18kg,739.0,Intel,AMD,1920,1080,2.7
846,HP,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,,1.4kg,615.0,Intel,Intel,1366,768,1.1
847,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8,512GB SSD,Nvidia GeForce 940M,Windows,10,1.45kg,1026.0,Intel,Nvidia,1920,1080,2.3
848,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,2277.0,Intel,Intel,1920,1080,2.5
849,HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows,10,1.54kg,1468.0,Intel,Intel,1920,1080,2.5
850,HP,250 G6,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,No OS,,1.86kg,299.0,Intel,Intel,1366,768,1.6
851,Asus,Rog GL502VM-DS74,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.1kg,1899.0,Intel,Nvidia,1920,1080,2.8
852,Dell,Inspiron 5767,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R7 M445,Linux,,2.83kg,865.0,Intel,AMD,1920,1080,2.7
853,Lenovo,ThinkPad T470p,Ultrabook,14.0,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GT 940MX,Windows,10,1.96kg,1903.0,Intel,Nvidia,1920,1080,2.8
854,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce GTX 930MX,Windows,10,2.3kg,787.0,Intel,Nvidia,1920,1080,2.7
855,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,945.0,Intel,Intel,1920,1080,2.5
856,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Windows,10,2kg,449.0,Intel,Intel,1366,768,1.1
857,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,2559.0,Intel,Intel,1920,1080,2.8
858,Dell,Inspiron 5368,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Intel HD Graphics 520,Windows,10,1.62kg,649.0,Intel,Intel,1920,1080,2.3
859,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,No OS,,2.2kg,469.0,Intel,Intel,1920,1080,2.0
860,Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,850.66,Intel,Intel,1920,1080,2.5
861,HP,EliteBook 850,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8,256GB SSD,AMD Radeon R7 M465,Windows,10,1.84kg,1349.0,Intel,AMD,1920,1080,2.6
862,Toshiba,Portege X30-D-10X,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,1285.0,Intel,Intel,1920,1080,2.5
863,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,No OS,,2.5kg,1017.0,Intel,Nvidia,1920,1080,2.5
864,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.29kg,2240.0,Intel,Intel,3200,1800,2.5
865,HP,Probook 450,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,910.0,Intel,Intel,1920,1080,2.3
866,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1095.0,Intel,Intel,1366,768,2.3
867,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,1950.0,Intel,Intel,1920,1080,2.7
868,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.56kg,902.0,Intel,Intel,1920,1080,2.5
869,Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia Quadro M620,Windows,10,2.23kg,1778.0,Intel,Nvidia,1920,1080,2.8
870,Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.38kg,1055.0,Intel,Intel,1366,768,2.5
871,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,No OS,,2.2kg,479.0,Intel,AMD,1920,1080,2.0
872,Toshiba,Tecra A50-D-11D,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.0kg,1388.0,Intel,Intel,1920,1080,2.7
873,Lenovo,Thinkpad 13,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4,1GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,735.0,Intel,Intel,1920,1080,2.4
874,Samsung,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.23kg,1849.0,Intel,Nvidia,1920,1080,2.7
875,Dell,Latitude 7280,Ultrabook,12.5,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1690.0,Intel,Intel,1920,1080,2.8
876,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Linux,,2kg,398.99,Intel,Intel,1366,768,1.1
877,Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.28kg,935.0,Intel,Nvidia,1920,1080,2.3
878,Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.18kg,912.5,Intel,Nvidia,1920,1080,2.5
879,HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,839.0,Intel,Intel,1920,1080,2.5
880,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,1700.0,Intel,Intel,1920,1080,2.5
881,HP,Pavilion x360,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.3kg,684.8,Intel,Intel,1366,768,2.5
882,Asus,VivoBook L402NA,Notebook,14.1,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.65kg,348.0,Intel,Intel,1366,768,1.1
883,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.2kg,669.0,Intel,Nvidia,1920,1080,2.5
884,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369.0,Intel,Intel,1366,768,1.6
885,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,1799.0,Intel,Intel,1920,1080,2.5
886,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M420X,Linux,,2.18kg,455.7,Intel,AMD,1366,768,2.0
887,Asus,Rog GL753VD-GC082T,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1369.9,Intel,Nvidia,1920,1080,2.5
888,Acer,Chromebook C731-C78G,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.25kg,297.0,Intel,Intel,1366,768,1.6
889,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A4-Series 7210 2.2GHz,4,500GB HDD,AMD Radeon R3,Windows,10,2.8kg,379.0,AMD,AMD,1600,900,2.2
890,HP,Probook 640,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1265.0,Intel,Intel,1920,1080,2.5
891,HP,Envy x360,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel HD Graphics 620,Windows,10,1.42kg,1399.0,Intel,Intel,3200,1800,2.7
892,Samsung,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.17kg,1699.0,Intel,Intel,1920,1080,2.7
893,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,1799.0,Intel,Intel,1920,1080,2.5
894,MSI,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,2649.0,Intel,Nvidia,3840,2160,2.6
